GeneSymbol,gene_id,transcript_id,MTS_status,Type,Start,Stop,ClinicalSignificance,,PhenotypeList
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553370,6553370,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553497,6553497,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553497,6553497,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553428,6553428,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553428,6553428,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553380,6553380,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553380,6553380,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553384,6553384,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553384,6553384,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554703,6554703,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554703,6554703,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554768,6554768,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554768,6554768,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554726,6554726,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554726,6554726,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554700,6554700,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554700,6554700,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554691,6554691,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554691,6554691,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554678,6554678,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554678,6554678,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554673,6554673,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554673,6554673,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554781,6554781,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554781,6554781,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554746,6554746,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554746,6554746,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554687,6554687,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554687,6554687,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554703,6554703,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554703,6554703,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554681,6554681,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554681,6554681,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554696,6554696,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554696,6554696,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554769,6554769,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554769,6554769,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554725,6554725,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554725,6554725,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554705,6554705,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554705,6554705,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554672,6554672,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554672,6554672,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554748,6554748,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554748,6554748,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554748,6554748,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554748,6554748,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554697,6554697,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554697,6554697,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554708,6554708,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6554708,6554708,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556275,6556275,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556275,6556275,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556257,6556257,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556257,6556257,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556250,6556250,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556250,6556250,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556173,6556173,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556173,6556173,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556159,6556159,Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556159,6556159,Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556178,6556178,Pathogenic,,Smith-Magenis Syndrome-like
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556178,6556178,Pathogenic,,Smith-Magenis Syndrome-like
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556206,6556206,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556206,6556206,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556242,6556242,Conflicting classifications of pathogenicity,,not provided|not specified|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556242,6556242,Conflicting classifications of pathogenicity,,not provided|not specified|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556229,6556229,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556229,6556229,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556173,6556173,Pathogenic/Likely pathogenic,,Glycine encephalopathy 1|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556173,6556173,Pathogenic/Likely pathogenic,,Glycine encephalopathy 1|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556188,6556188,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556188,6556188,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556207,6556207,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556207,6556207,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556210,6556210,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556210,6556210,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556258,6556258,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556258,6556258,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556180,6556180,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556180,6556180,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556157,6556157,Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556157,6556157,Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556158,6556158,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556158,6556158,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556158,6556158,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556158,6556158,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556209,6556209,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556209,6556209,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556169,6556169,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556169,6556169,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556172,6556172,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556172,6556172,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556263,6556263,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6556263,6556263,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587205,6587205,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587205,6587205,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587249,6587249,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587249,6587249,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587172,6587172,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587172,6587172,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587253,6587253,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587253,6587253,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587268,6587268,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587268,6587268,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587200,6587200,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587200,6587200,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587163,6587163,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587163,6587163,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587161,6587161,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587161,6587161,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587226,6587226,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587226,6587226,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587217,6587217,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587217,6587217,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587223,6587223,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587223,6587223,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587144,6587144,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587144,6587144,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587202,6587202,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587202,6587202,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587273,6587273,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587273,6587273,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587232,6587232,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587232,6587232,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587147,6587147,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587147,6587147,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587148,6587148,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587148,6587148,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587145,6587145,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587145,6587145,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587251,6587251,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587251,6587251,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587144,6587144,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587144,6587144,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587169,6587169,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6587169,6587169,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588417,6588417,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588417,6588417,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588403,6588403,Benign/Likely benign,,not provided|not specified|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588403,6588403,Benign/Likely benign,,not provided|not specified|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588432,6588432,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588432,6588432,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588429,6588429,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588429,6588429,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588430,6588430,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588430,6588430,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588686,6588686,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588686,6588686,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588629,6588629,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588629,6588629,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588657,6588657,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588657,6588657,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588665,6588665,Conflicting classifications of pathogenicity,,not provided|GLDC-related disorder|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588665,6588665,Conflicting classifications of pathogenicity,,not provided|GLDC-related disorder|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588677,6588677,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588677,6588677,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588619,6588619,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588619,6588619,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588631,6588631,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588631,6588631,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588641,6588641,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588641,6588641,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588672,6588672,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588672,6588672,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588676,6588676,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588676,6588676,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588699,6588699,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588699,6588699,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588672,6588672,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588672,6588672,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588631,6588631,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6588631,6588631,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589230,6589230,Pathogenic,,Glycine encephalopathy|Global developmental delay;Generalized epilepsy;Obesity|not provided|GLDC-related disorder|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589230,6589230,Pathogenic,,Glycine encephalopathy|Global developmental delay;Generalized epilepsy;Obesity|not provided|GLDC-related disorder|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589230,6589230,Benign/Likely benign,,not specified|not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589230,6589230,Benign/Likely benign,,not specified|not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589250,6589250,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589250,6589250,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589267,6589267,Benign/Likely benign,,Glycine encephalopathy|not provided
