"gene_id","transcript_id","chr","start","stop","Start","Stop","Type","GeneSymbol","ClinicalSignificance","PhenotypeList"
"ENSG00000178445","ENST00000321612","9",6553368,6553509,6553428,6553428,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6553368,6553509,6553428,6553428,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6553368,6553509,6553380,6553380,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6553368,6553509,6553380,6553380,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6553368,6553509,6553384,6553384,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6553368,6553509,6553384,6553384,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554703,6554703,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554703,6554703,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554768,6554768,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554768,6554768,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554726,6554726,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554726,6554726,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554700,6554700,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554700,6554700,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554691,6554691,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554691,6554691,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554678,6554678,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554678,6554678,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554673,6554673,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554673,6554673,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554781,6554781,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554781,6554781,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554746,6554746,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554746,6554746,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554687,6554687,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554687,6554687,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554703,6554703,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554703,6554703,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554681,6554681,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554681,6554681,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554696,6554696,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554696,6554696,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554769,6554769,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554769,6554769,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554725,6554725,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554725,6554725,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554705,6554705,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554705,6554705,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554672,6554672,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554672,6554672,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554748,6554748,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554748,6554748,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554748,6554748,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554748,6554748,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554697,6554697,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554697,6554697,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554708,6554708,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6554669,6554781,6554708,6554708,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556275,6556275,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556275,6556275,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556257,6556257,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556257,6556257,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556250,6556250,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556250,6556250,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556173,6556173,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556173,6556173,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556159,6556159,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556159,6556159,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556178,6556178,"single nucleotide variant","GLDC","Pathogenic","Smith-Magenis Syndrome-like"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556178,6556178,"single nucleotide variant","GLDC","Pathogenic","Smith-Magenis Syndrome-like"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556206,6556206,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556206,6556206,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556242,6556242,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|not specified|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556242,6556242,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|not specified|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556229,6556229,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556229,6556229,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556173,6556173,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy 1|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556173,6556173,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy 1|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556188,6556188,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556188,6556188,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556207,6556207,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556207,6556207,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556210,6556210,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556210,6556210,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556258,6556258,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556258,6556258,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556180,6556180,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556180,6556180,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556157,6556157,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556157,6556157,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556158,6556158,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556158,6556158,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556158,6556158,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556158,6556158,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556209,6556209,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556209,6556209,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556169,6556169,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556169,6556169,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556172,6556172,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556172,6556172,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556263,6556263,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6556153,6556302,6556263,6556263,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587205,6587205,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587205,6587205,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587249,6587249,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587249,6587249,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587172,6587172,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587172,6587172,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587253,6587253,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587253,6587253,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587268,6587268,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587268,6587268,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587200,6587200,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587200,6587200,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587163,6587163,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587163,6587163,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587161,6587161,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587161,6587161,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587226,6587226,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587226,6587226,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587217,6587217,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587217,6587217,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587223,6587223,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587223,6587223,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587144,6587144,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587144,6587144,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587202,6587202,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587202,6587202,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587273,6587273,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587273,6587273,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587232,6587232,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587232,6587232,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587147,6587147,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587147,6587147,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587148,6587148,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587148,6587148,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587145,6587145,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587145,6587145,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587251,6587251,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587251,6587251,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587144,6587144,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587144,6587144,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587169,6587169,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6587141,6587283,6587169,6587169,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588417,6588417,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588417,6588417,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588403,6588403,"single nucleotide variant","GLDC","Benign/Likely benign","not provided|not specified|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588403,6588403,"single nucleotide variant","GLDC","Benign/Likely benign","not provided|not specified|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588432,6588432,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588432,6588432,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588429,6588429,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588429,6588429,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588430,6588430,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6588401,6588442,6588430,6588430,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588686,6588686,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588686,6588686,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588629,6588629,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588629,6588629,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588657,6588657,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588657,6588657,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588665,6588665,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|GLDC-related disorder|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588665,6588665,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|GLDC-related disorder|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588677,6588677,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588677,6588677,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588619,6588619,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|not specified"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588619,6588619,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|not specified"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588631,6588631,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588631,6588631,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588641,6588641,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588641,6588641,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588672,6588672,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588672,6588672,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588676,6588676,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588676,6588676,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588699,6588699,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588699,6588699,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588672,6588672,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588672,6588672,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588631,6588631,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6588618,6588702,6588631,6588631,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589230,6589230,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Global developmental delay;Generalized epilepsy;Obesity|not provided|GLDC-related disorder|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589230,6589230,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Global developmental delay;Generalized epilepsy;Obesity|not provided|GLDC-related disorder|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589230,6589230,"single nucleotide variant","GLDC","Benign/Likely benign","not specified|not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589230,6589230,"single nucleotide variant","GLDC","Benign/Likely benign","not specified|not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589250,6589250,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589250,6589250,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6589195,6589292,6589267,6589267,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not provided"
