"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","tag","transcript_id","transcript_type","transcript_name","exon_number","exon_id","transcript_support_level","havana_transcript","hgnc_id","havana_gene","ont","protein_id","ccdsid","artif_dupl"
"chr7",107891183,107921198,30016,"+","HAVANA","transcript",NA,NA,"ENSG00000091140.15","protein_coding","DLD","2","CCDS","ENST00000205402.10","protein_coding","DLD-201",NA,NA,"1","OTTHUMT00000337194.4","HGNC:2898","OTTHUMG00000154813.4",NA,"ENSP00000205402.3","CCDS5749.1",NA
"chr7",108470417,108526135,55719,"-","HAVANA","transcript",NA,NA,"ENSG00000135241.17","protein_coding","PNPLA8","2","CCDS","ENST00000257694.13","protein_coding","PNPLA8-201",NA,NA,"1","OTTHUMT00000337423.3","HGNC:28900","OTTHUMG00000154870.9",NA,"ENSP00000257694.8","CCDS34733.1",NA
"chr7",108471627,108526194,54568,"-","HAVANA","transcript",NA,NA,"ENSG00000135241.17","protein_coding","PNPLA8","2","CCDS","ENST00000422087.5","protein_coding","PNPLA8-203",NA,NA,"1","OTTHUMT00000337475.1","HGNC:28900","OTTHUMG00000154870.9",NA,"ENSP00000410804.1","CCDS34733.1",NA
"chr7",108471627,108526315,54689,"-","HAVANA","transcript",NA,NA,"ENSG00000135241.17","protein_coding","PNPLA8","1","CCDS","ENST00000453144.5","protein_coding","PNPLA8-208",NA,NA,"1","OTTHUMT00000337477.2","HGNC:28900","OTTHUMG00000154870.9",NA,"ENSP00000387789.1","CCDS59075.1",NA
"chr7",108471661,108526318,54658,"-","HAVANA","transcript",NA,NA,"ENSG00000135241.17","protein_coding","PNPLA8","2","CCDS","ENST00000436062.5","protein_coding","PNPLA8-206",NA,NA,"1","OTTHUMT00000337476.1","HGNC:28900","OTTHUMG00000154870.9",NA,"ENSP00000406779.1","CCDS34733.1",NA
"chr7",108472531,108528161,55631,"-","HAVANA","transcript",NA,NA,"ENSG00000135241.17","protein_coding","PNPLA8","2","cds_end_NF","ENST00000453085.1","protein_coding","PNPLA8-207",NA,NA,"2","OTTHUMT00000337478.3","HGNC:28900","OTTHUMG00000154870.9",NA,"ENSP00000402274.1",NA,NA
"chr7",110662644,111562492,899849,"-","HAVANA","transcript",NA,NA,"ENSG00000184903.10","protein_coding","IMMP2L","2","CCDS","ENST00000405709.7","protein_coding","IMMP2L-202",NA,NA,"1","OTTHUMT00000338109.6","HGNC:14598","OTTHUMG00000155023.9",NA,"ENSP00000384966.2","CCDS5753.1",NA
"chr7",110663054,111562517,899464,"-","HAVANA","transcript",NA,NA,"ENSG00000184903.10","protein_coding","IMMP2L","2","CCDS","ENST00000331762.7","protein_coding","IMMP2L-201",NA,NA,"1","OTTHUMT00000338174.3","HGNC:14598","OTTHUMG00000155023.9",NA,"ENSP00000329553.3","CCDS5753.1",NA
"chr7",110663426,111392915,729490,"-","HAVANA","transcript",NA,NA,"ENSG00000184903.10","protein_coding","IMMP2L","1","exp_conf","ENST00000450877.5","protein_coding","IMMP2L-205",NA,NA,"2","OTTHUMT00000338259.1","HGNC:14598","OTTHUMG00000155023.9",NA,"ENSP00000402824.1",NA,NA
"chr7",111487234,111521447,34214,"-","ENSEMBL","transcript",NA,NA,"ENSG00000184903.10","protein_coding","IMMP2L","3","GENCODE_Primary","ENST00000437687.2","protein_coding","IMMP2L-203",NA,NA,"2",NA,"HGNC:14598","OTTHUMG00000155023.9",NA,"ENSP00000394387.2",NA,NA
"chr7",122073549,122144249,70701,"-","HAVANA","transcript",NA,NA,"ENSG00000008311.16","protein_coding","AASS","2","CCDS","ENST00000417368.7","protein_coding","AASS-203",NA,NA,"1","OTTHUMT00000347298.2","HGNC:17366","OTTHUMG00000157058.2",NA,"ENSP00000403768.2","CCDS5783.1",NA
"chr7",122076133,122133822,57690,"-","HAVANA","transcript",NA,NA,"ENSG00000008311.16","protein_coding","AASS","2","CCDS","ENST00000393376.5","protein_coding","AASS-202",NA,NA,"1","OTTHUMT00000347300.1","HGNC:17366","OTTHUMG00000157058.2",NA,"ENSP00000377040.1","CCDS5783.1",NA
"chr7",122076149,122144255,68107,"-","HAVANA","transcript",NA,NA,"ENSG00000008311.16","protein_coding","AASS","2","GENCODE_Primary","ENST00000473553.5","protein_coding","AASS-207",NA,NA,"2","OTTHUMT00000347299.1","HGNC:17366","OTTHUMG00000157058.2",NA,"ENSP00000506240.1",NA,NA
"chr7",123536997,123557780,20784,"-","HAVANA","transcript",NA,NA,"ENSG00000128609.16","protein_coding","NDUFA5","2","CCDS","ENST00000471770.5","protein_coding","NDUFA5-207",NA,NA,"1","OTTHUMT00000348535.1","HGNC:7688","OTTHUMG00000157348.3",NA,"ENSP00000417142.1","CCDS64760.1",NA
"chr7",123536997,123557818,20822,"-","HAVANA","transcript",NA,NA,"ENSG00000128609.16","protein_coding","NDUFA5","2","CCDS","ENST00000355749.7","protein_coding","NDUFA5-201",NA,NA,"1","OTTHUMT00000348533.2","HGNC:7688","OTTHUMG00000157348.3",NA,"ENSP00000347988.2","CCDS5788.1",NA
"chr7",123541030,123557904,16875,"-","HAVANA","transcript",NA,NA,"ENSG00000128609.16","protein_coding","NDUFA5","2","CCDS","ENST00000611607.4","protein_coding","NDUFA5-211",NA,NA,"2",NA,"HGNC:7688","OTTHUMG00000157348.3",NA,"ENSP00000484180.1","CCDS75655.1",NA
"chr7",123541030,123557904,16875,"-","HAVANA","transcript",NA,NA,"ENSG00000128609.16","protein_coding","NDUFA5","2","CCDS","ENST00000618945.4","protein_coding","NDUFA5-212",NA,NA,"2",NA,"HGNC:7688","OTTHUMG00000157348.3",NA,"ENSP00000481232.1","CCDS75656.1",NA
"chr7",123541077,123557804,16728,"-","HAVANA","transcript",NA,NA,"ENSG00000128609.16","protein_coding","NDUFA5","2","appris_alternative_1","ENST00000378795.9","protein_coding","NDUFA5-202",NA,NA,"2",NA,"HGNC:7688","OTTHUMG00000157348.3",NA,"ENSP00000368072.5",NA,NA
"chr7",123541726,123557801,16076,"-","HAVANA","transcript",NA,NA,"ENSG00000128609.16","protein_coding","NDUFA5","2","basic","ENST00000470123.2","protein_coding","NDUFA5-206",NA,NA,"2",NA,"HGNC:7688","OTTHUMG00000157348.3",NA,"ENSP00000418633.2",NA,NA
"chr7",127588411,127591700,3290,"+","HAVANA","transcript",NA,NA,"ENSG00000004059.11","protein_coding","ARF5","2","CCDS","ENST00000000233.10","protein_coding","ARF5-201",NA,NA,"1","OTTHUMT00000059567.3","HGNC:658","OTTHUMG00000023246.7",NA,"ENSP00000000233.5","CCDS34745.1",NA
"chr7",127652194,128092593,440400,"+","HAVANA","transcript",NA,NA,"ENSG00000197157.11","protein_coding","SND1","2","CCDS","ENST00000354725.8","protein_coding","SND1-201",NA,NA,"1","OTTHUMT00000349148.2","HGNC:30646","OTTHUMG00000157560.3",NA,"ENSP00000346762.3","CCDS34747.1",NA
"chr7",132784870,133082090,297221,"-","HAVANA","transcript",NA,NA,"ENSG00000106554.13","protein_coding","CHCHD3","2","CCDS","ENST00000262570.10","protein_coding","CHCHD3-201",NA,NA,"1","OTTHUMT00000338899.2","HGNC:21906","OTTHUMG00000155231.3",NA,"ENSP00000262570.5","CCDS5828.1",NA
"chr7",132972915,133070198,97284,"-","HAVANA","transcript",NA,NA,"ENSG00000106554.13","protein_coding","CHCHD3","2","cds_start_NF","ENST00000481152.2","protein_coding","CHCHD3-205",NA,NA,"2","OTTHUMT00000338906.2","HGNC:21906","OTTHUMG00000155231.3",NA,"ENSP00000493081.1",NA,NA
"chr7",134527567,134541412,13846,"+","HAVANA","transcript",NA,NA,"ENSG00000198074.10","protein_coding","AKR1B10","2","CCDS","ENST00000359579.5","protein_coding","AKR1B10-201",NA,NA,"1","OTTHUMT00000339615.2","HGNC:382","OTTHUMG00000155356.4",NA,"ENSP00000352584.4","CCDS5832.1",NA
"chr7",139341337,139346328,4992,"+","HAVANA","transcript",NA,NA,"ENSG00000164898.13","protein_coding","FMC1","2","CCDS","ENST00000297534.7","protein_coding","FMC1-201",NA,NA,"1","OTTHUMT00000323626.2","HGNC:26946","OTTHUMG00000151719.2",NA,"ENSP00000297534.6","CCDS5853.1",NA
"chr7",140672945,140695110,22166,"+","HAVANA","transcript",NA,NA,"ENSG00000133597.11","protein_coding","ADCK2","2","CCDS","ENST00000072869.9","protein_coding","ADCK2-201",NA,NA,"1","OTTHUMT00000348734.2","HGNC:19039","OTTHUMG00000157409.2",NA,"ENSP00000072869.4","CCDS5861.1",NA
"chr7",140673153,140695945,22793,"+","HAVANA","transcript",NA,NA,"ENSG00000133597.11","protein_coding","ADCK2","2","basic","ENST00000476491.5","protein_coding","ADCK2-203",NA,NA,"1","OTTHUMT00000348735.1","HGNC:19039","OTTHUMG00000157409.2",NA,"ENSP00000420512.1",NA,NA
"chr7",140696690,140705662,8973,"+","HAVANA","transcript",NA,NA,"ENSG00000090266.13","protein_coding","NDUFB2","2","CCDS","ENST00000465506.5","protein_coding","NDUFB2-207",NA,NA,"1","OTTHUMT00000348786.1","HGNC:7697","OTTHUMG00000157424.3",NA,"ENSP00000419357.1","CCDS5862.1",NA
"chr7",140696708,140706643,9936,"+","HAVANA","transcript",NA,NA,"ENSG00000090266.13","protein_coding","NDUFB2","2","CCDS","ENST00000247866.9","protein_coding","NDUFB2-201",NA,NA,"1","OTTHUMT00000348782.2","HGNC:7697","OTTHUMG00000157424.3",NA,"ENSP00000247866.4","CCDS5862.1",NA
"chr7",141002610,141014952,12343,"-","HAVANA","transcript",NA,NA,"ENSG00000090263.16","protein_coding","MRPS33","2","CCDS","ENST00000324787.10","protein_coding","MRPS33-201",NA,NA,"1","OTTHUMT00000348877.3","HGNC:16634","OTTHUMG00000157456.3",NA,"ENSP00000320567.5","CCDS5864.1",NA
"chr7",141006054,141014679,8626,"-","HAVANA","transcript",NA,NA,"ENSG00000090263.16","protein_coding","MRPS33","2","CCDS","ENST00000393008.7","protein_coding","MRPS33-202",NA,NA,"1","OTTHUMT00000348878.1","HGNC:16634","OTTHUMG00000157456.3",NA,"ENSP00000376732.3","CCDS5864.1",NA
"chr7",141006169,141014966,8798,"-","HAVANA","transcript",NA,NA,"ENSG00000090263.16","protein_coding","MRPS33","2","basic","ENST00000467334.1","protein_coding","MRPS33-203",NA,NA,"2","OTTHUMT00000348879.1","HGNC:16634","OTTHUMG00000157456.3",NA,"ENSP00000420709.1",NA,NA
"chr7",141555453,141594195,38743,"+","HAVANA","transcript",NA,NA,"ENSG00000006530.18","protein_coding","AGK","2","basic","ENST00000492693.5","protein_coding","AGK-204",NA,NA,"1","OTTHUMT00000348971.1","HGNC:21869","OTTHUMG00000157499.2",NA,"ENSP00000418789.1",NA,NA
"chr7",141738334,141750488,12155,"+","ENSEMBL","transcript",NA,NA,"ENSG00000106028.11","protein_coding","SSBP1","3","CCDS","ENST00000612337.4","protein_coding","SSBP1-215",NA,NA,"2",NA,"HGNC:11317","OTTHUMG00000157572.4",NA,"ENSP00000480488.1","CCDS5866.1",NA
"chr7",141738358,141750354,11997,"+","HAVANA","transcript",NA,NA,"ENSG00000106028.11","protein_coding","SSBP1","2","CCDS","ENST00000498107.5","protein_coding","SSBP1-214",NA,NA,"1","OTTHUMT00000349186.2","HGNC:11317","OTTHUMG00000157572.4",NA,"ENSP00000419541.1","CCDS5866.1",NA
"chr7",141738358,141750488,12131,"+","HAVANA","transcript",NA,NA,"ENSG00000106028.11","protein_coding","SSBP1","2","CCDS","ENST00000265304.11","protein_coding","SSBP1-201",NA,NA,"1","OTTHUMT00000349182.2","HGNC:11317","OTTHUMG00000157572.4",NA,"ENSP00000265304.6","CCDS5866.1",NA
"chr7",141738396,141750314,11919,"+","HAVANA","transcript",NA,NA,"ENSG00000106028.11","protein_coding","SSBP1","2","cds_end_NF","ENST00000467681.5","protein_coding","SSBP1-206",NA,NA,"2","OTTHUMT00000349188.2","HGNC:11317","OTTHUMG00000157572.4",NA,"ENSP00000418068.1",NA,NA
"chr7",141738607,141750461,11855,"+","HAVANA","transcript",NA,NA,"ENSG00000106028.11","protein_coding","SSBP1","2","CCDS","ENST00000481508.1","protein_coding","SSBP1-210",NA,NA,"1","OTTHUMT00000349187.1","HGNC:11317","OTTHUMG00000157572.4",NA,"ENSP00000419665.1","CCDS5866.1",NA
"chr7",143263429,143268995,5567,"+","HAVANA","transcript",NA,NA,"ENSG00000197448.14","protein_coding","GSTK1","2","CCDS","ENST00000409500.7","protein_coding","GSTK1-202",NA,NA,"2","OTTHUMT00000327143.1","HGNC:16906","OTTHUMG00000152637.8",NA,"ENSP00000386944.3","CCDS47731.1",NA
"chr7",143263441,143269062,5622,"+","HAVANA","transcript",NA,NA,"ENSG00000197448.14","protein_coding","GSTK1","2","CCDS","ENST00000443571.6","protein_coding","GSTK1-205",NA,NA,"2","OTTHUMT00000379440.1","HGNC:16906","OTTHUMG00000152637.8",NA,"ENSP00000415813.2","CCDS47732.1",NA
"chr7",143263441,143269115,5675,"+","HAVANA","transcript",NA,NA,"ENSG00000197448.14","protein_coding","GSTK1","2","CCDS","ENST00000358406.10","protein_coding","GSTK1-201",NA,NA,"1","OTTHUMT00000327091.2","HGNC:16906","OTTHUMG00000152637.8",NA,"ENSP00000351181.5","CCDS5877.1",NA
"chr7",143263456,143269115,5660,"+","HAVANA","transcript",NA,NA,"ENSG00000197448.14","protein_coding","GSTK1","2","CCDS","ENST00000479303.1","protein_coding","GSTK1-207",NA,NA,"1","OTTHUMT00000327094.3","HGNC:16906","OTTHUMG00000152637.8",NA,"ENSP00000431049.1","CCDS47730.1",NA
"chr7",151028422,151047782,19361,"+","ENSEMBL","transcript",NA,NA,"ENSG00000197150.13","protein_coding","ABCB8","3","CCDS","ENST00000542328.5","protein_coding","ABCB8-222",NA,NA,"2",NA,"HGNC:49","OTTHUMG00000158686.4",NA,"ENSP00000438776.1","CCDS64798.1",NA
"chr7",151028450,151045562,17113,"+","HAVANA","transcript",NA,NA,"ENSG00000197150.13","protein_coding","ABCB8","2","CCDS","ENST00000297504.10","protein_coding","ABCB8-201",NA,NA,"2","OTTHUMT00000351733.2","HGNC:49","OTTHUMG00000158686.4",NA,"ENSP00000297504.6","CCDS64799.1",NA
"chr7",151028450,151047782,19333,"+","HAVANA","transcript",NA,NA,"ENSG00000197150.13","protein_coding","ABCB8","2","CCDS","ENST00000358849.9","protein_coding","ABCB8-202",NA,NA,"1","OTTHUMT00000351735.2","HGNC:49","OTTHUMG00000158686.4",NA,"ENSP00000351717.4","CCDS5913.1",NA
"chr7",151028462,151045563,17102,"+","HAVANA","transcript",NA,NA,"ENSG00000197150.13","protein_coding","ABCB8","1","CCDS","ENST00000498578.5","protein_coding","ABCB8-221",NA,NA,"1","OTTHUMT00000351738.1","HGNC:49","OTTHUMG00000158686.4",NA,"ENSP00000418271.1","CCDS64800.1",NA
"chr7",151035619,151037586,1968,"+","HAVANA","transcript",NA,NA,"ENSG00000197150.13","protein_coding","ABCB8","1","exp_conf","ENST00000491920.1","protein_coding","ABCB8-219",NA,NA,"2","OTTHUMT00000351753.1","HGNC:49","OTTHUMG00000158686.4",NA,"ENSP00000420162.1",NA,NA
"chr7",151076624,151080809,4186,"-","HAVANA","transcript",NA,NA,"ENSG00000164896.21","protein_coding","FASTK","2","CCDS","ENST00000297532.11","protein_coding","FASTK-201",NA,NA,"1","OTTHUMT00000351832.3","HGNC:24676","OTTHUMG00000158694.4",NA,"ENSP00000297532.6","CCDS5918.1",NA
"chr7",151076626,151080842,4217,"-","HAVANA","transcript",NA,NA,"ENSG00000164896.21","protein_coding","FASTK","2","CCDS","ENST00000353841.6","protein_coding","FASTK-202",NA,NA,"1","OTTHUMT00000351833.2","HGNC:24676","OTTHUMG00000158694.4",NA,"ENSP00000324817.6","CCDS5919.1",NA
"chr7",151076626,151080862,4237,"-","HAVANA","transcript",NA,NA,"ENSG00000164896.21","protein_coding","FASTK","2","CCDS","ENST00000482571.2","protein_coding","FASTK-212",NA,NA,"1","OTTHUMT00000351831.1","HGNC:24676","OTTHUMG00000158694.4",NA,"ENSP00000418516.1","CCDS59088.1",NA
"chr8",6708642,6761503,52862,"+","HAVANA","transcript",NA,NA,"ENSG00000155189.12","protein_coding","AGPAT5","2","CCDS","ENST00000285518.11","protein_coding","AGPAT5-201",NA,NA,"1","OTTHUMT00000374684.3","HGNC:20886","OTTHUMG00000163656.5",NA,"ENSP00000285518.6","CCDS34796.1",NA
"chr8",6708693,6757695,49003,"+","HAVANA","transcript",NA,NA,"ENSG00000155189.12","protein_coding","AGPAT5","2","cds_start_NF","ENST00000518327.1","protein_coding","AGPAT5-202",NA,NA,"1","OTTHUMT00000374686.1","HGNC:20886","OTTHUMG00000163656.5",NA,"ENSP00000430751.1",NA,NA
"chr8",10054292,10428891,374600,"+","HAVANA","transcript",NA,NA,"ENSG00000175806.15","protein_coding","MSRA","2","CCDS","ENST00000317173.9","protein_coding","MSRA-201",NA,NA,"1","OTTHUMT00000207005.2","HGNC:7377","OTTHUMG00000090517.8",NA,"ENSP00000313921.4","CCDS5975.1",NA
"chr8",10054370,10428365,373996,"+","HAVANA","transcript",NA,NA,"ENSG00000175806.15","protein_coding","MSRA","2","CCDS","ENST00000441698.6","protein_coding","MSRA-203",NA,NA,"2","OTTHUMT00000375425.1","HGNC:7377","OTTHUMG00000090517.8",NA,"ENSP00000410912.2","CCDS47798.1",NA
"chr8",10095552,10428885,333334,"+","HAVANA","transcript",NA,NA,"ENSG00000175806.15","protein_coding","MSRA","2","CCDS","ENST00000528246.5","protein_coding","MSRA-210",NA,NA,"1","OTTHUMT00000384660.2","HGNC:7377","OTTHUMG00000090517.8",NA,"ENSP00000436839.1","CCDS56522.1",NA
"chr8",10095727,10428889,333163,"+","HAVANA","transcript",NA,NA,"ENSG00000175806.15","protein_coding","MSRA","2","CCDS","ENST00000382490.9","protein_coding","MSRA-202",NA,NA,"1","OTTHUMT00000375429.3","HGNC:7377","OTTHUMG00000090517.8",NA,"ENSP00000371930.5","CCDS47799.1",NA
"chr8",17027238,17122642,95405,"+","HAVANA","transcript",NA,NA,"ENSG00000155970.12","protein_coding","MICU3","2","CCDS","ENST00000318063.10","protein_coding","MICU3-201",NA,NA,"1","OTTHUMT00000214031.3","HGNC:27820","OTTHUMG00000096965.4",NA,"ENSP00000321455.5","CCDS5999.1",NA
"chr8",23528956,23575463,46508,"+","HAVANA","transcript",NA,NA,"ENSG00000147454.14","protein_coding","SLC25A37","2","CCDS","ENST00000519973.6","protein_coding","SLC25A37-206",NA,NA,"1","OTTHUMT00000376039.2","HGNC:29786","OTTHUMG00000163865.2",NA,"ENSP00000429200.1","CCDS47828.1",NA
"chr8",26383054,26413127,30074,"+","HAVANA","transcript",NA,NA,"ENSG00000104765.16","protein_coding","BNIP3L","2","CCDS","ENST00000380629.7","protein_coding","BNIP3L-201",NA,NA,"1","OTTHUMT00000216895.2","HGNC:1085","OTTHUMG00000099433.4",NA,"ENSP00000370003.2","CCDS6050.1",NA
"chr8",26383378,26410666,27289,"+","HAVANA","transcript",NA,NA,"ENSG00000104765.16","protein_coding","BNIP3L","1","CCDS","ENST00000523515.5","protein_coding","BNIP3L-206",NA,NA,"2","OTTHUMT00000376515.1","HGNC:1085","OTTHUMG00000099433.4",NA,"ENSP00000429698.1","CCDS83267.1",NA
"chr8",26383415,26410509,27095,"+","HAVANA","transcript",NA,NA,"ENSG00000104765.16","protein_coding","BNIP3L","2","CCDS","ENST00000520409.5","protein_coding","BNIP3L-204",NA,NA,"2","OTTHUMT00000376516.1","HGNC:1085","OTTHUMG00000099433.4",NA,"ENSP00000428597.1","CCDS83267.1",NA
"chr8",26390362,26411048,20687,"+","HAVANA","transcript",NA,NA,"ENSG00000104765.16","protein_coding","BNIP3L","1","CCDS","ENST00000518611.5","protein_coding","BNIP3L-202",NA,NA,"2","OTTHUMT00000376517.1","HGNC:1085","OTTHUMG00000099433.4",NA,"ENSP00000429851.1","CCDS83267.1",NA
"chr8",27491143,27545564,54422,"+","HAVANA","transcript",NA,NA,"ENSG00000120915.14","protein_coding","EPHX2","2","CCDS","ENST00000521400.6","protein_coding","EPHX2-207",NA,NA,"1","OTTHUMT00000219954.5","HGNC:3402","OTTHUMG00000102115.7",NA,"ENSP00000430269.1","CCDS6060.1",NA
"chr8",27491151,27544919,53769,"+","HAVANA","transcript",NA,NA,"ENSG00000120915.14","protein_coding","EPHX2","1","CCDS","ENST00000521780.5","protein_coding","EPHX2-209",NA,NA,"2","OTTHUMT00000376137.1","HGNC:3402","OTTHUMG00000102115.7",NA,"ENSP00000430302.1","CCDS59098.1",NA
"chr8",27491166,27544913,53748,"+","HAVANA","transcript",NA,NA,"ENSG00000120915.14","protein_coding","EPHX2","2","CCDS","ENST00000380476.7","protein_coding","EPHX2-201",NA,NA,"2","OTTHUMT00000376138.1","HGNC:3402","OTTHUMG00000102115.7",NA,"ENSP00000369843.3","CCDS59097.1",NA
"chr8",30678066,30727846,49781,"-","HAVANA","transcript",NA,NA,"ENSG00000104687.14","protein_coding","GSR","2","CCDS","ENST00000221130.11","protein_coding","GSR-201",NA,NA,"1","OTTHUMT00000376519.5","HGNC:4623","OTTHUMG00000163946.9",NA,"ENSP00000221130.5","CCDS34877.1",NA
"chr8",30679520,30727835,48316,"-","HAVANA","transcript",NA,NA,"ENSG00000104687.14","protein_coding","GSR","2","CCDS","ENST00000537535.5","protein_coding","GSR-204",NA,NA,"1","OTTHUMT00000474206.2","HGNC:4623","OTTHUMG00000163946.9",NA,"ENSP00000438845.1","CCDS56530.1",NA
"chr8",30679520,30727835,48316,"-","HAVANA","transcript",NA,NA,"ENSG00000104687.14","protein_coding","GSR","2","CCDS","ENST00000541648.5","protein_coding","GSR-205",NA,NA,"1","OTTHUMT00000474207.1","HGNC:4623","OTTHUMG00000163946.9",NA,"ENSP00000444559.1","CCDS56532.1",NA
"chr8",30679520,30727835,48316,"-","HAVANA","transcript",NA,NA,"ENSG00000104687.14","protein_coding","GSR","2","CCDS","ENST00000546342.5","protein_coding","GSR-206",NA,NA,"1","OTTHUMT00000474208.1","HGNC:4623","OTTHUMG00000163946.9",NA,"ENSP00000445516.1","CCDS56531.1",NA
"chr8",37762600,37772891,10292,"+","HAVANA","transcript",NA,NA,"ENSG00000147471.12","protein_coding","PLPBP","2","cds_end_NF","ENST00000523358.5","protein_coding","PLPBP-207",NA,NA,"2","OTTHUMT00000376799.2","HGNC:9457","OTTHUMG00000164024.5",NA,"ENSP00000427778.1",NA,NA
"chr8",37762645,37779768,17124,"+","HAVANA","transcript",NA,NA,"ENSG00000147471.12","protein_coding","PLPBP","2","CCDS","ENST00000328195.8","protein_coding","PLPBP-201",NA,NA,"1","OTTHUMT00000376796.3","HGNC:9457","OTTHUMG00000164024.5",NA,"ENSP00000333551.3","CCDS6096.1",NA
"chr8",38142700,38150952,8253,"-","HAVANA","transcript",NA,NA,"ENSG00000147465.12","protein_coding","STAR","2","CCDS","ENST00000276449.9","protein_coding","STAR-201",NA,NA,"1","OTTHUMT00000376990.4","HGNC:11359","OTTHUMG00000164058.8",NA,"ENSP00000276449.3","CCDS6102.1",NA
"chr8",38386303,38394434,8132,"+","HAVANA","transcript",NA,NA,"ENSG00000165046.13","protein_coding","LETM2","2","CCDS","ENST00000519476.6","protein_coding","LETM2-205",NA,NA,"1","OTTHUMT00000381632.3","HGNC:14648","OTTHUMG00000165059.6",NA,"ENSP00000429269.2","CCDS75731.1",NA
"chr8",38386441,38408544,22104,"+","HAVANA","transcript",NA,NA,"ENSG00000165046.13","protein_coding","LETM2","2","CCDS","ENST00000297720.9","protein_coding","LETM2-201",NA,NA,"2","OTTHUMT00000381633.4","HGNC:14648","OTTHUMG00000165059.6",NA,"ENSP00000297720.5","CCDS6106.1",NA
"chr8",38386501,38408543,22043,"+","HAVANA","transcript",NA,NA,"ENSG00000165046.13","protein_coding","LETM2","2","CCDS","ENST00000523983.6","protein_coding","LETM2-207",NA,NA,"1","OTTHUMT00000381688.2","HGNC:14648","OTTHUMG00000165059.6",NA,"ENSP00000428765.2","CCDS56534.1",NA
"chr8",38396973,38408544,11572,"+","HAVANA","transcript",NA,NA,"ENSG00000165046.13","protein_coding","LETM2","2","basic","ENST00000527710.5","protein_coding","LETM2-213",NA,NA,"1","OTTHUMT00000381800.2","HGNC:14648","OTTHUMG00000165059.6",NA,"ENSP00000434867.1",NA,NA
"chr8",42338459,42361361,22903,"+","HAVANA","transcript",NA,NA,"ENSG00000070501.12","protein_coding","POLB","2","cds_end_NF","ENST00000520008.5","protein_coding","POLB-208",NA,NA,"2","OTTHUMT00000377243.3","HGNC:9174","OTTHUMG00000164093.6",NA,"ENSP00000430610.1",NA,NA
"chr8",42338494,42371808,33315,"+","HAVANA","transcript",NA,NA,"ENSG00000070501.12","protein_coding","POLB","2","CCDS","ENST00000265421.9","protein_coding","POLB-201",NA,NA,"1","OTTHUMT00000377242.2","HGNC:9174","OTTHUMG00000164093.6",NA,"ENSP00000265421.4","CCDS6129.1",NA
"chr8",42368936,42371808,2873,"+","HAVANA","transcript",NA,NA,"ENSG00000070501.12","protein_coding","POLB","2","basic","ENST00000521492.1","protein_coding","POLB-211",NA,NA,"2","OTTHUMT00000377561.1","HGNC:9174","OTTHUMG00000164093.6",NA,"ENSP00000430831.1",NA,NA
"chr8",42391624,42401886,10263,"+","HAVANA","transcript",NA,NA,"ENSG00000078668.14","protein_coding","VDAC3","1","exp_conf","ENST00000518563.5","protein_coding","VDAC3-203",NA,NA,"2","OTTHUMT00000377564.2","HGNC:12674","OTTHUMG00000164168.4",NA,"ENSP00000428977.1",NA,NA
"chr8",42391880,42405937,14058,"+","HAVANA","transcript",NA,NA,"ENSG00000078668.14","protein_coding","VDAC3","2","CCDS","ENST00000022615.9","protein_coding","VDAC3-201",NA,NA,"1","OTTHUMT00000377574.2","HGNC:12674","OTTHUMG00000164168.4",NA,"ENSP00000022615.4","CCDS6131.1",NA
"chr8",54046367,54101947,55581,"-","HAVANA","transcript",NA,NA,"ENSG00000120992.18","protein_coding","LYPLA1","2","CCDS","ENST00000316963.8","protein_coding","LYPLA1-201",NA,NA,"1","OTTHUMT00000378238.3","HGNC:6737","OTTHUMG00000164313.6",NA,"ENSP00000320043.3","CCDS6157.1",NA
"chr8",54047407,54101828,54422,"-","HAVANA","transcript",NA,NA,"ENSG00000120992.18","protein_coding","LYPLA1","2","CCDS","ENST00000343231.10","protein_coding","LYPLA1-202",NA,NA,"1","OTTHUMT00000378240.1","HGNC:6737","OTTHUMG00000164313.6",NA,"ENSP00000344477.6","CCDS64899.1",NA
"chr8",54051072,54101855,50784,"-","HAVANA","transcript",NA,NA,"ENSG00000120992.18","protein_coding","LYPLA1","2","basic","ENST00000522007.5","protein_coding","LYPLA1-213",NA,NA,"2","OTTHUMT00000378245.1","HGNC:6737","OTTHUMG00000164313.6",NA,"ENSP00000427967.1",NA,NA
"chr8",54135241,54148514,13274,"+","HAVANA","transcript",NA,NA,"ENSG00000137547.9","protein_coding","MRPL15","2","CCDS","ENST00000260102.9","protein_coding","MRPL15-201",NA,NA,"1","OTTHUMT00000378254.2","HGNC:14054","OTTHUMG00000164315.5",NA,"ENSP00000260102.4","CCDS6158.1",NA
"chr8",54135277,54142827,7551,"+","HAVANA","transcript",NA,NA,"ENSG00000137547.9","protein_coding","MRPL15","2","cds_end_NF","ENST00000519831.5","protein_coding","MRPL15-202",NA,NA,"2","OTTHUMT00000378523.2","HGNC:14054","OTTHUMG00000164315.5",NA,"ENSP00000428581.1",NA,NA
